name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,code
org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask,6,5,2,8,21,15,2,6,5,2.0,83,0.0,0,0.955357143,0.416666667,1,1,12.83333333,3,1.1667,1,"



package org.apache.tools.ant.taskdefs.optional.unix;

import java.io.File;

import org.apache.tools.ant.BuildException;
import org.apache.tools.ant.taskdefs.condition.Os;
import org.apache.tools.ant.types.Commandline;
import org.apache.tools.ant.types.FileSet;



public abstract class AbstractAccessTask
    extends org.apache.tools.ant.taskdefs.ExecuteOn {

    
    public AbstractAccessTask() {
        super.setParallel(true);
        super.setSkipEmptyFilesets(true);
    }

    
    public void setFile(File src) {
        FileSet fs = new FileSet();
        fs.setFile(src);
        addFileset(fs);
    }

    
    public void setCommand(Commandline cmdl) {
        throw new BuildException(getTaskType()
                                 + "" doesn\'t support the command attribute"",
                                 getLocation());
    }

    
    public void setSkipEmptyFilesets(boolean skip) {
        throw new BuildException(getTaskType() + "" doesn\'t support the ""
                                 + ""skipemptyfileset attribute"",
                                 getLocation());
    }

    
    public void setAddsourcefile(boolean b) {
        throw new BuildException(getTaskType()
            + "" doesn\'t support the addsourcefile attribute"", getLocation());
    }

    
    protected boolean isValidOs() {
        return Os.isFamily(""unix"") && super.isValidOs();
    }
}
"
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,7,3,0,11,28,0,2,9,7,0.25,122,1.0,0,0.833333333,0.285714286,1,1,16.14285714,1,0.8571,0,"
package org.apache.tools.ant.taskdefs.optional.extension;

import java.util.ArrayList;
import java.util.Arrays;
import org.apache.tools.ant.BuildException;
import org.apache.tools.ant.Project;
import org.apache.tools.ant.types.DataType;
import org.apache.tools.ant.types.FileSet;
import org.apache.tools.ant.types.Reference;


public class ExtensionSet
    extends DataType {
    
    private final ArrayList extensions = new ArrayList();

    
    private final ArrayList extensionsFilesets = new ArrayList();

    
    public void addExtension(final ExtensionAdapter extensionAdapter) {
        extensions.add(extensionAdapter);
    }

    
    public void addLibfileset(final LibFileSet fileSet) {
        extensionsFilesets.add(fileSet);
    }

    
    public void addFileset(final FileSet fileSet) {
        extensionsFilesets.add(fileSet);
    }

    
    public Extension[] toExtensions(final Project proj)
        throws BuildException {
        final ArrayList extensionsList = ExtensionUtil.toExtensions(extensions);
        ExtensionUtil.extractExtensions(proj, extensionsList, extensionsFilesets);
        return (Extension[]) extensionsList.toArray(new Extension[extensionsList.size()]);
    }

    
    public void setRefid(final Reference reference)
        throws BuildException {
        if (!extensions.isEmpty() || !extensionsFilesets.isEmpty()) {
            throw tooManyAttributes();
        }
        
        final Object object =
            reference.getReferencedObject(getProject());
        if (object instanceof ExtensionSet) {
            final ExtensionSet other = (ExtensionSet) object;
            extensions.addAll(other.extensions);
            extensionsFilesets.addAll(other.extensionsFilesets);
        } else {
            final String message =
                reference.getRefId() + "" doesn\'t refer to a ExtensionSet"";
            throw new BuildException(message);
        }

        super.setRefid(reference);
    }

    
    public String toString() {
        return ""ExtensionSet"" + Arrays.asList(toExtensions(getProject()));
    }
}
"
org.apache.tools.ant.types.resources.selectors.Or,3,4,0,4,9,3,1,3,3,2.0,27,0.0,0,0.972222222,0.555555556,0,0,8.0,3,1.0,0,"
package org.apache.tools.ant.types.resources.selectors;

import java.util.Iterator;

import org.apache.tools.ant.types.Resource;


public class Or extends ResourceSelectorContainer implements ResourceSelector {

    
    public Or() {
    }

    
    public Or(ResourceSelector[] r) {
        super(r);
    }

    
    public boolean isSelected(Resource r) {
        for (Iterator i = getSelectors(); i.hasNext();) {
            if (((ResourceSelector) i.next()).isSelected(r)) {
                return true;
            }
        }
        return false;
    }

}
"
org.apache.tools.bzip2.BZip2Constants,1,1,0,2,1,0,2,0,0,2.0,2064,0.0,0,0.0,0.0,0,0,2052.0,0,0.0,0,"



package org.apache.tools.bzip2;


public interface BZip2Constants {

    int baseBlockSize = 100000;
    int MAX_ALPHA_SIZE = 258;
    int MAX_CODE_LEN = 23;
    int RUNA = 0;
    int RUNB = 1;
    int N_GROUPS = 6;
    int G_SIZE = 50;
    int N_ITERS = 4;
    int MAX_SELECTORS = (2 + (900000 / G_SIZE));
    int NUM_OVERSHOOT_BYTES = 20;

    
    int[] rNums = {
        619, 720, 127, 481, 931, 816, 813, 233, 566, 247,
        985, 724, 205, 454, 863, 491, 741, 242, 949, 214,
        733, 859, 335, 708, 621, 574, 73, 654, 730, 472,
        419, 436, 278, 496, 867, 210, 399, 680, 480, 51,
        878, 465, 811, 169, 869, 675, 611, 697, 867, 561,
        862, 687, 507, 283, 482, 129, 807, 591, 733, 623,
        150, 238, 59, 379, 684, 877, 625, 169, 643, 105,
        170, 607, 520, 932, 727, 476, 693, 425, 174, 647,
        73, 122, 335, 530, 442, 853, 695, 249, 445, 515,
        909, 545, 703, 919, 874, 474, 882, 500, 594, 612,
        641, 801, 220, 162, 819, 984, 589, 513, 495, 799,
        161, 604, 958, 533, 221, 400, 386, 867, 600, 782,
        382, 596, 414, 171, 516, 375, 682, 485, 911, 276,
        98, 553, 163, 354, 666, 933, 424, 341, 533, 870,
        227, 730, 475, 186, 263, 647, 537, 686, 600, 224,
        469, 68, 770, 919, 190, 373, 294, 822, 808, 206,
        184, 943, 795, 384, 383, 461, 404, 758, 839, 887,
        715, 67, 618, 276, 204, 918, 873, 777, 604, 560,
        951, 160, 578, 722, 79, 804, 96, 409, 713, 940,
        652, 934, 970, 447, 318, 353, 859, 672, 112, 785,
        645, 863, 803, 350, 139, 93, 354, 99, 820, 908,
        609, 772, 154, 274, 580, 184, 79, 626, 630, 742,
        653, 282, 762, 623, 680, 81, 927, 626, 789, 125,
        411, 521, 938, 300, 821, 78, 343, 175, 128, 250,
        170, 774, 972, 275, 999, 639, 495, 78, 352, 126,
        857, 956, 358, 619, 580, 124, 737, 594, 701, 612,
        669, 112, 134, 694, 363, 992, 809, 743, 168, 974,
        944, 375, 748, 52, 600, 747, 642, 182, 862, 81,
        344, 805, 988, 739, 511, 655, 814, 334, 249, 515,
        897, 955, 664, 981, 649, 113, 974, 459, 893, 228,
        433, 837, 553, 268, 926, 240, 102, 654, 459, 51,
        686, 754, 806, 760, 493, 403, 415, 394, 687, 700,
        946, 670, 656, 610, 738, 392, 760, 799, 887, 653,
        978, 321, 576, 617, 626, 502, 894, 679, 243, 440,
        680, 879, 194, 572, 640, 724, 926, 56, 204, 700,
        707, 151, 457, 449, 797, 195, 791, 558, 945, 679,
        297, 59, 87, 824, 713, 663, 412, 693, 342, 606,
        134, 108, 571, 364, 631, 212, 174, 643, 304, 329,
        343, 97, 430, 751, 497, 314, 983, 374, 822, 928,
        140, 206, 73, 263, 980, 736, 876, 478, 430, 305,
        170, 514, 364, 692, 829, 82, 855, 953, 676, 246,
        369, 970, 294, 750, 807, 827, 150, 790, 288, 923,
        804, 378, 215, 828, 592, 281, 565, 555, 710, 82,
        896, 831, 547, 261, 524, 462, 293, 465, 502, 56,
        661, 821, 976, 991, 658, 869, 905, 758, 745, 193,
        768, 550, 608, 933, 378, 286, 215, 979, 792, 961,
        61, 688, 793, 644, 986, 403, 106, 366, 905, 644,
        372, 567, 466, 434, 645, 210, 389, 550, 919, 135,
        780, 773, 635, 389, 707, 100, 626, 958, 165, 504,
        920, 176, 193, 713, 857, 265, 203, 50, 668, 108,
        645, 990, 626, 197, 510, 357, 358, 850, 858, 364,
        936, 638
    };
}
"
org.apache.tools.ant.util.GlobPatternMapper,8,1,2,5,22,6,4,1,6,0.678571429,185,1.0,0,0.0,0.625,0,0,21.125,4,1.875,3,"

package org.apache.tools.ant.util;


public class GlobPatternMapper implements FileNameMapper {

    
    
    protected String fromPrefix = null;

    
    protected String fromPostfix = null;

    
    protected int prefixLength;

    
    protected int postfixLength;

    
    protected String toPrefix = null;

    
    protected String toPostfix = null;

    

    private boolean handleDirSep = false;
    private boolean caseSensitive = true;

    
    public void setHandleDirSep(boolean handleDirSep) {
        this.handleDirSep = handleDirSep;
    }

    
    public void setCaseSensitive(boolean caseSensitive) {
        this.caseSensitive = caseSensitive;
    }

    
    public void setFrom(String from) {
        int index = from.lastIndexOf(""*"");
        if (index == -1) {
            fromPrefix = from;
            fromPostfix = """";
        } else {
            fromPrefix = from.substring(0, index);
            fromPostfix = from.substring(index + 1);
        }
        prefixLength = fromPrefix.length();
        postfixLength = fromPostfix.length();
    }

    
    public void setTo(String to) {
        int index = to.lastIndexOf(""*"");
        if (index == -1) {
            toPrefix = to;
            toPostfix = """";
        } else {
            toPrefix = to.substring(0, index);
            toPostfix = to.substring(index + 1);
        }
    }

    
    public String[] mapFileName(String sourceFileName) {
        if (fromPrefix == null
            || !modifyName(sourceFileName).startsWith(modifyName(fromPrefix))
            || !modifyName(sourceFileName).endsWith(modifyName(fromPostfix))) {
            return null;
        }
        return new String[] {toPrefix
                                 + extractVariablePart(sourceFileName)
                                 + toPostfix};
    }

    
    protected String extractVariablePart(String name) {
        return name.substring(prefixLength,
                              name.length() - postfixLength);
    }

    
    private String modifyName(String name) {
        if (!caseSensitive) {
            name = name.toLowerCase();
        }
        if (handleDirSep) {
            if (name.indexOf('\\') != -1) {
                name = name.replace('\\', '/');
            }
        }
        return name;
    }
}
"
org.apache.tools.ant.taskdefs.War,11,6,0,6,34,39,0,6,7,0.9,195,1.0,1,0.944785276,0.3,4,10,16.18181818,5,1.2727,2,"

package org.apache.tools.ant.taskdefs;

import java.io.File;
import java.io.IOException;
import java.util.Locale;
import org.apache.tools.ant.BuildException;
import org.apache.tools.ant.Project;
import org.apache.tools.ant.types.ZipFileSet;
import org.apache.tools.ant.util.FileUtils;
import org.apache.tools.zip.ZipOutputStream;



public class War extends Jar {

    
    private File deploymentDescriptor;

    
    private boolean needxmlfile = true;
    private File addedWebXmlFile;

    private static final FileUtils FILE_UTILS = FileUtils.getFileUtils();
    
    private static final String XML_DESCRIPTOR_PATH = ""WEB-INF/web.xml"";
    
    private static final String XML_DESCRIPTOR_PATH_LC =
            XML_DESCRIPTOR_PATH.toLowerCase(Locale.ENGLISH);

    
    public War() {
        super();
        archiveType = ""war"";
        emptyBehavior = ""create"";
    }

    
    public void setWarfile(File warFile) {
        setDestFile(warFile);
    }

    
    public void setWebxml(File descr) {
        deploymentDescriptor = descr;
        if (!deploymentDescriptor.exists()) {
            throw new BuildException(""Deployment descriptor: ""
                                     + deploymentDescriptor
                                     + "" does not exist."");
        }

        
        ZipFileSet fs = new ZipFileSet();
        fs.setFile(deploymentDescriptor);
        fs.setFullpath(XML_DESCRIPTOR_PATH);
        super.addFileset(fs);
    }


    
    public void setNeedxmlfile(boolean needxmlfile) {
        this.needxmlfile = needxmlfile;
    }

    

    public void addLib(ZipFileSet fs) {
        
        fs.setPrefix(""WEB-INF/lib/"");
        super.addFileset(fs);
    }

    
    public void addClasses(ZipFileSet fs) {
        
        fs.setPrefix(""WEB-INF/classes/"");
        super.addFileset(fs);
    }

    
    public void addWebinf(ZipFileSet fs) {
        
        fs.setPrefix(""WEB-INF/"");
        super.addFileset(fs);
    }

    
    protected void initZipOutputStream(ZipOutputStream zOut)
        throws IOException, BuildException {
        super.initZipOutputStream(zOut);
    }

    
    protected void zipFile(File file, ZipOutputStream zOut, String vPath,
                           int mode)
        throws IOException {
        
        
        
        
        String vPathLowerCase = vPath.toLowerCase(Locale.ENGLISH);
        
        boolean addFile = true;
        if (XML_DESCRIPTOR_PATH_LC.equals(vPathLowerCase)) {
            
            if (addedWebXmlFile != null) {
                
                addFile = false;
                
                if (!FILE_UTILS.fileNameEquals(addedWebXmlFile, file)) {
                    log(""Warning: selected "" + archiveType
                            + "" files include a second "" + XML_DESCRIPTOR_PATH
                            + "" which will be ignored.\n""
                            + ""The duplicate entry is at "" + file + '\n'
                            + ""The file that will be used is ""
                            + addedWebXmlFile,
                            Project.MSG_WARN);
                }
            } else {
                
                addedWebXmlFile = file;
                
                addFile = true;
                
                deploymentDescriptor = file;
            }
        }
        if (addFile) {
            super.zipFile(file, zOut, vPath, mode);
        }
    }


    
    protected void cleanUp() {
        if (addedWebXmlFile == null
            && deploymentDescriptor == null
            && needxmlfile
            && !isInUpdateMode()) {
            throw new BuildException(""No WEB-INF/web.xml file was added.\n""
                    + ""If this is your intent, set needxml='false' "");
        }
        addedWebXmlFile = null;
        super.cleanUp();
    }
}
"
org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD,8,4,0,6,26,22,0,6,6,0.571428571,95,1.0,0,0.928571429,0.40625,1,1,10.75,2,1.0,0,"

package org.apache.tools.ant.taskdefs.optional.vss;

import org.apache.tools.ant.BuildException;
import org.apache.tools.ant.types.Commandline;
import org.apache.tools.ant.types.Path;


public class MSVSSADD extends MSVSS {

    private String localPath = null;

    
    protected Commandline buildCmdLine() {
        Commandline commandLine = new Commandline();

        
        if (getLocalpath() == null) {
            String msg = ""localPath attribute must be set!"";
            throw new BuildException(msg, getLocation());
        }

        
        
        
        commandLine.setExecutable(getSSCommand());
        commandLine.createArgument().setValue(COMMAND_ADD);

        
        commandLine.createArgument().setValue(getLocalpath());
        
        commandLine.createArgument().setValue(getAutoresponse());
        
        commandLine.createArgument().setValue(getRecursive());
        
        commandLine.createArgument().setValue(getWritable());
        
        commandLine.createArgument().setValue(getLogin());
        
        commandLine.createArgument().setValue(getComment());

        return commandLine;
    }

    
    protected String getLocalpath() {
        return localPath;
    }

    
    public void setRecursive(boolean recursive) {
        super.setInternalRecursive(recursive);
    }

    
    public final void setWritable(boolean writable) {
        super.setInternalWritable(writable);
    }

    
    public void setAutoresponse(String response) {
        super.setInternalAutoResponse(response);
    }

    
    public void setComment(String comment) {
        super.setInternalComment(comment);
    }

    
    public void setLocalpath(Path localPath) {
        this.localPath = localPath.toString();
    }
}
"
org.apache.tools.ant.types.Permissions,12,1,0,8,34,26,6,3,6,0.651515152,341,1.0,0,0.0,0.3125,0,0,26.91666667,1,0.8333,0,"

package org.apache.tools.ant.types;

import java.security.UnresolvedPermission;
import java.util.HashSet;
import java.util.Iterator;
import java.util.LinkedList;
import java.util.List;
import java.util.Set;
import java.util.StringTokenizer;

import org.apache.tools.ant.BuildException;
import org.apache.tools.ant.ExitException;


public class Permissions {

    private List grantedPermissions = new LinkedList();
    private List revokedPermissions = new LinkedList();
    private java.security.Permissions granted = null;
    private SecurityManager origSm = null;
    private boolean active = false;
    private boolean delegateToOldSM;

    
    public Permissions() {
        this(false);
    }

    
    public Permissions(boolean delegateToOldSM) {
        this.delegateToOldSM = delegateToOldSM;
    }

    
    public void addConfiguredGrant(Permissions.Permission perm) {
        grantedPermissions.add(perm);
    }

    
    public void addConfiguredRevoke(Permissions.Permission perm) {
        revokedPermissions.add(perm);
    }

    
    public synchronized void setSecurityManager() throws BuildException {
        origSm = System.getSecurityManager();
        init();
        System.setSecurityManager(new MySM());
        active = true;
    }

    
    private void init() throws BuildException {
        granted = new java.security.Permissions();
        for (Iterator i = revokedPermissions.listIterator(); i.hasNext();) {
            Permissions.Permission p = (Permissions.Permission) i.next();
            if (p.getClassName() == null) {
                throw new BuildException(""Revoked permission "" + p + "" does not contain a class."");
            }
        }
        for (Iterator i = grantedPermissions.listIterator(); i.hasNext();) {
            Permissions.Permission p = (Permissions.Permission) i.next();
            if (p.getClassName() == null) {
                throw new BuildException(""Granted permission "" + p + "" does not contain a class."");
            } else {
                java.security.Permission perm =
                    new UnresolvedPermission(p.getClassName(), p.getName(), p.getActions(), null);
                granted.add(perm);
            }
        }
        
        granted.add(new java.net.SocketPermission(""localhost:1024-"", ""listen""));
        granted.add(new java.util.PropertyPermission(""java.version"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.vendor"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.vendor.url"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.class.version"", ""read""));
        granted.add(new java.util.PropertyPermission(""os.name"", ""read""));
        granted.add(new java.util.PropertyPermission(""os.version"", ""read""));
        granted.add(new java.util.PropertyPermission(""os.arch"", ""read""));
        granted.add(new java.util.PropertyPermission(""file.encoding"", ""read""));
        granted.add(new java.util.PropertyPermission(""file.separator"", ""read""));
        granted.add(new java.util.PropertyPermission(""path.separator"", ""read""));
        granted.add(new java.util.PropertyPermission(""line.separator"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.specification.version"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.specification.vendor"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.specification.name"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.vm.specification.version"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.vm.specification.vendor"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.vm.specification.name"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.vm.version"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.vm.vendor"", ""read""));
        granted.add(new java.util.PropertyPermission(""java.vm.name"", ""read""));
    }

    
    public synchronized void restoreSecurityManager() {
        active = false;
        System.setSecurityManager(origSm);
    }

    
    private class MySM extends SecurityManager {

        
        public void checkExit(int status) {
            java.security.Permission perm = new java.lang.RuntimePermission(""exitVM"", null);
            try {
                checkPermission(perm);
            } catch (SecurityException e) {
                throw new ExitException(e.getMessage(), status);
            }
        }

        
        public void checkPermission(java.security.Permission perm) {
            if (active) {
                if (delegateToOldSM && !perm.getName().equals(""exitVM"")) {
                    boolean permOK = false;
                    if (granted.implies(perm)) {
                        permOK = true;
                    }
                    checkRevoked(perm);
                    
                    if (!permOK && origSm != null) {
                        origSm.checkPermission(perm);
                    }
                }  else {
                    if (!granted.implies(perm)) {
                        throw new SecurityException(""Permission "" + perm + "" was not granted."");
                    }
                    checkRevoked(perm);
                }
            }
        }

        
        private void checkRevoked(java.security.Permission perm) {
            for (Iterator i = revokedPermissions.listIterator(); i.hasNext();) {
                if (((Permissions.Permission) i.next()).matches(perm)) {
                    throw new SecurityException(""Permission "" + perm + "" was revoked."");
                }
            }

        }
    }

    
    public static class Permission {
        private String className;
        private String name;
        private String actionString;
        private Set actions;

        
        public void setClass(String aClass) {
                className = aClass.trim();
        }

        
        public String getClassName() {
            return className;
        }

        
        public void setName(String aName) {
            name = aName.trim();
        }

        
        public String getName() {
            return name;
        }

        
        public void setActions(String actions) {
            actionString = actions;
            if (actions.length() > 0) {
                this.actions = parseActions(actions);
            }
        }

        
        public String getActions() {
            return actionString;
        }

        
        boolean matches(java.security.Permission perm) {
            if (!className.equals(perm.getClass().getName())) {
                return false;
            }
            if (name != null) {
                if (name.endsWith(""*"")) {
                    if (!perm.getName().startsWith(name.substring(0, name.length() - 1))) {
                        return false;
                    }
                } else {
                    if (!name.equals(perm.getName())) {
                        return false;
                    }
                }
            }
            if (actions != null) {
                Set as = parseActions(perm.getActions());
                int size = as.size();
                as.removeAll(actions);
                if (as.size() == size) {
                    
                    return false;
                }
            }
            return true;
        }

        
        private Set parseActions(String actions) {
            Set result = new HashSet();
            StringTokenizer tk = new StringTokenizer(actions, "","");
            while (tk.hasMoreTokens()) {
                String item = tk.nextToken().trim();
                if (!item.equals("""")) {
                    result.add(item);
                }
            }
            return result;
        }

        
        public String toString() {
            return (""Permission: "" + className + "" (\"""" + name + ""\"", \"""" + actions + ""\"")"");
        }
    }
}
"
org.apache.tools.ant.taskdefs.condition.HasFreeSpace,7,1,0,5,16,0,0,5,6,0.5,86,1.0,0,0.0,0.642857143,0,0,11.0,1,0.8571,0,"

package org.apache.tools.ant.taskdefs.condition;

import java.io.File;

import org.apache.tools.ant.BuildException;
import org.apache.tools.ant.util.JavaEnvUtils;
import org.apache.tools.ant.util.ReflectWrapper;
import org.apache.tools.ant.util.StringUtils;


public class HasFreeSpace implements Condition {

    private String partition;
    private String needed;

    public boolean eval() throws BuildException {
        validate();
        try {
            if (JavaEnvUtils.isAtLeastJavaVersion(""1.6"")) {
                
                File fs = new File(partition);
                ReflectWrapper w = new ReflectWrapper(fs);
                long free = ((Long)w.invoke(""getFreeSpace"")).longValue();
                return free >= StringUtils.parseHumanSizes(needed);
            } else {
                throw new BuildException(""HasFreeSpace condition not supported on Java5 or less."");
            }
        } catch (Exception e) {
            throw new BuildException(e);
        }
    }

    private void validate() throws BuildException {
        if(null == partition) {
            throw new BuildException(""Please set the partition attribute."");
        }
        if(null == needed) {
            throw new BuildException(""Please set the needed attribute."");
        }
    }
    
    
    public String getPartition() {
        return partition;
    }

    public void setPartition(String partition) {
        this.partition = partition;
    }

    
    public String getNeeded() {
        return needed;
    }

    public void setNeeded(String needed) {
        this.needed = needed;
    }
}
"
org.apache.tools.ant.taskdefs.email.UUMailer,2,3,0,3,15,1,0,3,0,2.0,58,0.0,0,0.952380952,0.666666667,1,1,28.0,1,0.5,0,"
package org.apache.tools.ant.taskdefs.email;

import java.io.BufferedInputStream;
import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;
import java.io.PrintStream;
import org.apache.tools.ant.BuildException;
import org.apache.tools.ant.util.UUEncoder;


class UUMailer extends PlainMailer {
    protected void attach(File file, PrintStream out)
         throws IOException {
        if (!file.exists() || !file.canRead()) {
            throw new BuildException(""File \"""" + file.getName()
                 + ""\"" does not exist or is not ""
                 + ""readable."");
        }

        FileInputStream finstr = new FileInputStream(file);

        try {
            BufferedInputStream in = new BufferedInputStream(finstr);
            UUEncoder encoder = new UUEncoder(file.getName());

            encoder.encode(in, out);

        } finally {
            finstr.close();
        }
    }
}

"
org.apache.tools.ant.types.resources.selectors.ResourceSelector,1,1,0,26,1,0,25,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,"
package org.apache.tools.ant.types.resources.selectors;

import org.apache.tools.ant.types.Resource;


public interface ResourceSelector {

    
    boolean isSelected(Resource r);

}
"
