ID,Type,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,code
L313,Class,B,B,L104,L103,src/etc/testcases/taskdefs/optional/depend/src3/B.java,1,1,2,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class B {
}

"
L322,Class,B,B,L104,L103,src/etc/testcases/taskdefs/optional/depend/src5/B.java,1,1,2,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class B {
}

"
L295,Class,C,C,L104,L103,src/etc/testcases/taskdefs/optional/depend/src1/C.java,1,1,2,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,1,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class C {
}

"
L292,Class,D,D,L104,L103,src/etc/testcases/taskdefs/optional/depend/src1/D.java,1,1,2,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class D {
}

"
L153,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk1.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,2,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L182,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk2.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L188,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk3.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L194,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk4.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L200,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk5.java,1,1,13,1,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.411765,7,0,0,3,0.411765,7,0,0,0,0,0,10,13,1,0,1,0,1,1,1,0,1,4,1,1,0,10,13,1,0,1,0,1,1,1,0,1,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have      a tab"");
        
        if (mybool) {   char mychar = '   ';      
        } 
        
    } 
}
"
L206,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk6.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L212,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk7.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L218,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk8.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L224,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk9.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L230,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk1.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L236,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk2.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L242,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk3.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L248,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk4.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L254,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk5.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L260,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk6.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L266,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk7.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L272,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk8.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L278,Class,Junk1,Junk1,L104,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk9.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L34106,Class,AntClassLoaderTest,org.apache.tools.ant.AntClassLoaderTest,L335,L103,src/testcases/org/apache/tools/ant/AntClassLoaderTest.java,64,1,111,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,8,4,0,0,7,10,0.25,0.255319,12,5,1,3,0.255319,12,0,0,0,0,0,35,48,1,0,1,0,3,0,3,1,3,18,0,3,1,35,48,1,0,1,0,3,0,3,1,3,18,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,"

package org.apache.tools.ant;
import org.apache.tools.ant.types.Path;
import junit.framework.TestCase;


public class AntClassLoaderTest extends TestCase {

    private Project p;

    public AntClassLoaderTest(String name) {
        super(name);
    }

    public void setUp() {
        p = new Project();
        p.init();
    }

    public void testCleanup() throws BuildException {
        Path path = new Path(p, ""."");
        AntClassLoader loader = new AntClassLoader(p, path);
        try {
            
            loader.findClass(""fubar"");
            fail(""Did not expect to find fubar class"");
        } catch (ClassNotFoundException e) {
            
        }
        
        loader.cleanup();
        try {
            
            loader.findClass(""fubar"");
            fail(""Did not expect to find fubar class"");
        } catch (ClassNotFoundException e) {
            
        } catch (NullPointerException e) {
            fail(""loader should not fail even if cleaned up"");
        }
        
        
        p.fireBuildFinished(null);
        try {
            
            loader.findClass(""fubar"");
            fail(""Did not expect to find fubar class"");
        } catch (ClassNotFoundException e) {
            
        } catch (NullPointerException e) {
            fail(""loader should not fail even if project finished"");
        }
    }
}

"
L12728,Class,BuildFileTest,org.apache.tools.ant.BuildFileTest,L335,L103,src/testcases/org/apache/tools/ant/BuildFileTest.java,72,1,466,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,34,5,71,595,8,32,1.0,0.440559,126,126,2,0,0.480556,173,0,0,69,69,0,160,320,6,8,6,8,24,0,1,0,24,88,0,1,0,187,395,6,8,6,8,32,0,9,0,32,92,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,"

package org.apache.tools.ant;

import junit.framework.*;
import org.apache.tools.ant.*;
import java.io.*;
import java.net.URL;


public abstract class BuildFileTest extends TestCase { 
    
    protected Project project;
    
    private StringBuffer logBuffer;
    private StringBuffer fullLogBuffer;
    private StringBuffer outBuffer;
    private StringBuffer errBuffer;
    private BuildException buildException;
    
        
    public BuildFileTest(String name) {
        super(name);
    }
    
        
    protected void expectBuildException(String target, String cause) { 
        expectSpecificBuildException(target, cause, null);
    }

    
    protected void expectLog(String target, String log) { 
        executeTarget(target);
        String realLog = getLog();
        assertEquals(log, realLog);
    }

    
    protected void expectLogContaining(String target, String log) { 
        executeTarget(target);
        String realLog = getLog();
        assertTrue(""expecting log to contain \""""+log+""\"" log was \""""
                   + realLog + ""\"""", 
                   realLog.indexOf(log) >= 0);
    }

        
    protected String getLog() { 
        return logBuffer.toString();
    }

    
    protected void expectDebuglog(String target, String log) { 
        executeTarget(target);
        String realLog = getFullLog();
        assertEquals(log, realLog);
    }

    
    protected String getFullLog() { 
        return fullLogBuffer.toString();
    }

    
    
    protected void expectOutput(String target, String output) { 
        executeTarget(target);
        String realOutput = getOutput();
        assertEquals(output, realOutput);
    }

    
     
    protected void expectOutputAndError(String target, String output, String error) { 
        executeTarget(target);
        String realOutput = getOutput();
        assertEquals(output, realOutput);
        String realError = getError();
        assertEquals(error, realError);
    }

    protected String getOutput() {
        return cleanBuffer(outBuffer);
    }
     
    protected String getError() {
        return cleanBuffer(errBuffer);
    }
        
    protected BuildException getBuildException() {
        return buildException;
    }

    private String cleanBuffer(StringBuffer buffer) {
        StringBuffer cleanedBuffer = new StringBuffer();
        boolean cr = false;
        for (int i = 0; i < buffer.length(); i++) { 
            char ch = buffer.charAt(i);
            if (ch == '\r') {
                cr = true;
                continue;
            }

            if (!cr) { 
                cleanedBuffer.append(ch);
            } else { 
                if (ch == '\n') {
                    cleanedBuffer.append(ch);
                } else {
                    cleanedBuffer.append('\r').append(ch);
                }
            }
        }
        return cleanedBuffer.toString();
    }
    
        
    protected void configureProject(String filename) throws BuildException { 
        logBuffer = new StringBuffer();
        fullLogBuffer = new StringBuffer();
        project = new Project();
        project.init();
        project.setUserProperty( ""ant.file"" , new File(filename).getAbsolutePath() );
        project.addBuildListener(new AntTestListener());
        ProjectHelper.configureProject(project, new File(filename));
    }
    
        
    protected void executeTarget(String targetName) { 
        PrintStream sysOut = System.out;
        PrintStream sysErr = System.err;
        try { 
            sysOut.flush();
            sysErr.flush();
            outBuffer = new StringBuffer();
            PrintStream out = new PrintStream(new AntOutputStream());
            System.setOut(out);
            errBuffer = new StringBuffer();
            PrintStream err = new PrintStream(new AntOutputStream());
            System.setErr(err);
            logBuffer = new StringBuffer();
            fullLogBuffer = new StringBuffer();
            buildException = null;
            project.executeTarget(targetName);
        } finally { 
            System.setOut(sysOut);
            System.setErr(sysErr);
        }
        
    }
    
    
    protected Project getProject() {
        return project;
    }

    
    protected File getProjectDir() {
        return project.getBaseDir();
    }

        
    protected void expectSpecificBuildException(String target, String cause, String msg) { 
        try {
            executeTarget(target);
        } catch (org.apache.tools.ant.BuildException ex) {
            buildException = ex;
            if ((null != msg) && (!ex.getMessage().equals(msg))) {
                fail(""Should throw BuildException because '"" + cause
                        + ""' with message '"" + msg
                        + ""' (actual message '"" + ex.getMessage() + ""' instead)"");
            }
            return;
        }
        fail(""Should throw BuildException because: "" + cause);
    }
    
    
    protected void expectBuildExceptionContaining(String target, String cause, String contains) { 
        try {
            executeTarget(target);
        } catch (org.apache.tools.ant.BuildException ex) {
            buildException = ex;
            if ((null != contains) && (ex.getMessage().indexOf(contains) == -1)) {
                fail(""Should throw BuildException because '"" + cause + ""' with message containing '"" + contains + ""' (actual message '"" + ex.getMessage() + ""' instead)"");
            }
            return;
        }
        fail(""Should throw BuildException because: "" + cause);
    }
    

    

    protected void expectPropertySet(String target, String property, String value) {
        executeTarget(target);
        assertPropertyEquals(property, value);
    }

    
    protected void assertPropertyEquals(String property, String value) {
        String result = project.getProperty(property);
        assertEquals(""property "" + property,value,result);
    }

    
    protected void assertPropertySet(String property) {
        assertPropertyEquals(property, ""true"");
    }

    
    protected void assertPropertyUnset(String property) {
        assertPropertyEquals(property, null);
    }


    
    protected void expectPropertySet(String target, String property) {
        expectPropertySet(target, property, ""true"");
    }


    
    protected void expectPropertyUnset(String target, String property) {
        expectPropertySet(target, property, null);
    }

    
    protected URL getResource(String resource){
        URL url = getClass().getResource(resource);
        assertNotNull(""Could not find resource :"" + resource, url);
        return url;
    }

    
    private class AntOutputStream extends java.io.OutputStream {
        public void write(int b) { 
            outBuffer.append((char)b);
        }
    }

    
    private class AntTestListener implements BuildListener {
        
        public void buildStarted(BuildEvent event) {
        }

        
        public void buildFinished(BuildEvent event) {
        }

        
        public void targetStarted(BuildEvent event) {
            
        }

        
        public void targetFinished(BuildEvent event) {
            
        }

        
        public void taskStarted(BuildEvent event) {
            
        }

        
        public void taskFinished(BuildEvent event) {
            
        }

        
        public void messageLogged(BuildEvent event) {
            if (event.getPriority() == Project.MSG_INFO ||
                event.getPriority() == Project.MSG_WARN ||
                event.getPriority() == Project.MSG_ERR) {
                logBuffer.append(event.getMessage());
            }
            fullLogBuffer.append(event.getMessage());
            
        }
    }


}
"
