ID,Type,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,code
L282,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk2.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L288,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk3.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L294,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk4.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L300,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk5.java,1,1,13,1,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.411765,7,0,0,3,0.411765,7,0,0,0,0,0,10,13,1,0,1,0,1,1,1,0,1,4,1,1,0,10,13,1,0,1,0,1,1,1,0,1,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have      a tab"");
        
        if (mybool) {   char mychar = '   ';      
        } 
        
    } 
}
"
L306,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk6.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L312,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk7.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L318,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk8.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L324,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/expected/Junk9.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L330,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk1.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L336,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk2.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L342,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk3.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L348,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk4.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L354,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk5.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L360,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk6.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L366,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk7.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
        System.out.println(""I have	a tab"");
        
        if (mybool) {   char mychar = '	';      
        } 
        
    } 
}
"
L372,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk8.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L378,Class,Junk1,Junk1,L216,L103,src/etc/testcases/taskdefs/fixcrlf/input/Junk9.java,1,1,12,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,0,0,0,0,1,0.0,0.4375,7,0,0,3,0.4375,7,0,0,0,0,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"public class Junk1 {
    public boolean mybool;
    public static void main (String[] args) {
	System.out.println(""I have	a tab"");
	
	if (mybool) {	char mychar = '	';	
	} 
	
    } 
}
"
L261,Class,Task1,Task1,L216,L103,src/etc/testcases/core/loaderref/src/Task1.java,3,1,4,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,1,0.0,0,2,2,0,0,1,2,2,9,9,0,0,0,0,0,0,35,0,0,25,7,2,2,9,9,0,0,0,0,0,0,35,0,0,25,7,,,,,,,,,,,,,,,,,,,,,,,,,"import org.apache.tools.ant.Task;

public class Task1 extends Task {
}

"
L428,Class,jsharp,jsharp,L216,L103,src/etc/testcases/taskdefs/optional/dotnet/jsharp.java,59,1,65,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0.5,0.918033,56,56,1,1,0.918033,56,0,0,0,0,0,5,7,0,0,0,0,1,0,1,0,1,1,0,1,0,5,7,0,0,0,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"
 


public class jsharp {
    
    public static void main(String args[]) {
		System.out.println(""hello, I look like Java, but I'm really J#"");
    }
    
}
"
L46079,Class,AntClassLoaderTest,org.apache.tools.ant.AntClassLoaderTest,L443,L103,src/testcases/org/apache/tools/ant/AntClassLoaderTest.java,64,1,111,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,8,4,0,0,7,10,0.25,0.255319,12,5,1,3,0.255319,12,0,0,0,0,0,35,48,1,0,1,0,3,0,3,1,3,18,0,3,1,35,48,1,0,1,0,3,0,3,1,3,18,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,"

package org.apache.tools.ant;
import org.apache.tools.ant.types.Path;
import junit.framework.TestCase;


public class AntClassLoaderTest extends TestCase {

    private Project p;

    public AntClassLoaderTest(String name) {
        super(name);
    }

    public void setUp() {
        p = new Project();
        p.init();
    }

    public void testCleanup() throws BuildException {
        Path path = new Path(p, ""."");
        AntClassLoader loader = new AntClassLoader(p, path);
        try {
            
            loader.findClass(""fubar"");
            fail(""Did not expect to find fubar class"");
        } catch (ClassNotFoundException e) {
            
        }
        
        loader.cleanup();
        try {
            
            loader.findClass(""fubar"");
            fail(""Did not expect to find fubar class"");
        } catch (ClassNotFoundException e) {
            
        } catch (NullPointerException e) {
            fail(""loader should not fail even if cleaned up"");
        }
        
        
        p.fireBuildFinished(null);
        try {
            
            loader.findClass(""fubar"");
            fail(""Did not expect to find fubar class"");
        } catch (ClassNotFoundException e) {
            
        } catch (NullPointerException e) {
            fail(""loader should not fail even if project finished"");
        }
    }
}

"
