name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,code
import org.gjt.sp.util.Log;
import org.gjt.sp.util.StandardUtilities;

import javax.swing.event.EventListenerList;
import java.util.List;
import java.util.ArrayList;
import java.util.Collections;
import java.util.Comparator;



public class BufferSet
{
	
	public enum Scope
	{
		global, view, editpane;

		public static Scope fromString(String s)
		{
			Scope[] scopes = values();
			for (Scope scope: scopes)
			{
				if (scope.toString().equals(s))
					return scope;
			}

			return global;
		}
	} 

	
	
	public BufferSet()
	{
		buffers = Collections.synchronizedList(new ArrayList<Buffer>());
		listeners = new EventListenerList();

		if (jEdit.getBooleanProperty(""sortBuffers""))
		{
			if (jEdit.getBooleanProperty(""sortByName""))
				sorter = nameSorter;
			else
				sorter = pathSorter;
		}
	} 

	
	public void addBufferAt(Buffer buffer, int position)
	{
		Log.log(Log.DEBUG, this, hashCode() + "" addBufferAt(""+buffer+','+position+')');

		Buffer untitledBuffer = null;
		synchronized (buffers)
		{
			if (buffers.size() == 1)
			{
				Buffer buf = buffers.get(0);
				if (buf.isUntitled() && !buf.isDirty())
				{
					untitledBuffer = buf;
				}
			}

			if (sorter != null)
			{
				if (buffers.contains(buffer))
					return;
				buffers.add(buffer);
				Collections.sort(buffers, sorter);
				position = buffers.indexOf(buffer);
			}
			else
			{
				int oldPos = buffers.indexOf(buffer);
				if (oldPos != -1)
				{
					if (position == -1)
					{
						return;
					}
					moveBuffer(oldPos, position);
					return;
				}
				int size = buffers.size();
				if (position == -1 || position > size)
				{
					position = size;
				}
				buffers.add(position, buffer);
			}
		}
		BufferSetListener[] listeners = this.listeners.getListeners(BufferSetListener.class);
		Log.log(Log.DEBUG, this, hashCode() + "": Buffer added "" + buffer + "" at "" + position);
		for (BufferSetListener listener : listeners)
		{
			listener.bufferAdded(buffer, position);
		}

		
		if (untitledBuffer != null)
		{
			jEdit.getBufferSetManager().removeBuffer(this, untitledBuffer);
		}
	} 

	
	
	public Buffer getBuffer(int index)
	{
		return buffers.get(index);
	} 

	
	public Buffer getPreviousBuffer(int index)
	{
		if (buffers.isEmpty())
			return null;
		if (buffers.size() < 2)
			return buffers.get(0);
		if (index <= 0)
			return buffers.get(buffers.size() - 1);
		return buffers.get(index - 1);
	} 

	
	public Buffer getNextBuffer(int index)
	{
		if (buffers.isEmpty())
			return null;
		if (buffers.size() < 2)
			return buffers.get(buffers.size()-1);
		if (index >= buffers.size() - 1)
			return buffers.get(0);
		return buffers.get(index + 1);
	} 

	
	public int indexOf(Buffer buffer)
	{
		return buffers.indexOf(buffer);
	} 

	
	public int size()
	{
		return buffers.size();
	} 

	
	public void getAllBuffers(BufferSetListener listener)
	{
		synchronized (buffers)
		{
			for (int i = 0;i<buffers.size();i++)
			{
				Buffer buffer = buffers.get(i);
				Log.log(Log.DEBUG, this, hashCode() + "": Buffer added "" + buffer + "" at "" + i);
				listener.bufferAdded(buffer, i);
			}
		}
	}


	
	public Buffer[] getAllBuffers()
	{
		Buffer[] buffers = new Buffer[this.buffers.size()];
		return this.buffers.toArray(buffers);
	} 

	
	
	public void addBufferSetListener(BufferSetListener listener)
	{
		Log.log(Log.DEBUG, this, hashCode() + "": addBufferSetListener "" + listener);
		listeners.add(BufferSetListener.class, listener);
	} 

	
	
	public void removeBufferSetListener(BufferSetListener listener)
	{
		Log.log(Log.DEBUG, this, hashCode() + "": removeBufferSetListener "" + listener);
		listeners.remove(BufferSetListener.class, listener);
		if (!hasListeners())
		{
			
			Buffer[] buffers = getAllBuffers();
			BufferSetManager bufferSetManager = jEdit.getBufferSetManager();
			for (Buffer buffer : buffers)
			{
				bufferSetManager.removeBuffer(this, buffer);
			}
		}
	} 

	
	
	public boolean hasListeners()
	{
		return listeners.getListenerCount() != 0;
	} 

	
	@Override
	public String toString()
	{
		return ""BufferSet[nbBuffers=""+size()+']';
	} 

	

	
	void addBuffer(Buffer buffer)
	{
		addBufferAt(buffer,  -1);
	} 

	
	
	void handleMessage()
	{
		if (jEdit.getBooleanProperty(""sortBuffers""))
		{
			
			if (jEdit.getBooleanProperty(""sortByName""))
				sorter = nameSorter;
			else
				sorter = pathSorter;

			
			Collections.sort(buffers, sorter);

			
			BufferSetListener[] listeners = this.listeners.getListeners(BufferSetListener.class);
			for (BufferSetListener listener : listeners)
			{
				listener.bufferSetSorted();
			}
		}
		else
		{
			
			sorter = null;
		}
	} 

	
	void moveBuffer(int oldPosition, int newPosition)
	{
		if (sorter != null)
		{
			
			return;
		}
		Buffer buffer;
		synchronized (buffers)
		{
			buffer = buffers.remove(oldPosition);
			int size = buffers.size();
			if (newPosition == -1 || newPosition > size)
			{
				newPosition = size;
			}
			buffers.add(newPosition, buffer);
		}
		BufferSetListener[] listeners = this.listeners.getListeners(BufferSetListener.class);
		Log.log(Log.DEBUG, this, hashCode() + "": Buffer moved "" + buffer + "" from "" + oldPosition + "" to "" + newPosition);
		for (BufferSetListener listener : listeners)
		{
			listener.bufferMoved(buffer, oldPosition, newPosition);
		}
	} 

	
	void removeBuffer(Buffer buffer)
	{
		int index;
		synchronized (buffers)
		{
			index = buffers.indexOf(buffer);
			if (index == -1)
				return;

			buffers.remove(index);
		}
		BufferSetListener[] listeners = this.listeners.getListeners(BufferSetListener.class);
		Log.log(Log.DEBUG, this, hashCode() + "": Buffer removed "" + buffer);
		for (BufferSetListener listener : listeners)
		{
			listener.bufferRemoved(buffer, index);
		}
	} 

	

	
	private final List<Buffer> buffers;
	private EventListenerList listeners;

	private static final Comparator<Buffer> nameSorter = new NameSorter();
	private static final Comparator<Buffer> pathSorter = new PathSorter();
	private Comparator<Buffer> sorter;
	


	
	private static class NameSorter implements Comparator<Buffer>
	{
		public int compare(Buffer o1, Buffer o2)
		{

			int ret = StandardUtilities.compareStrings(o1.getName(), o2.getName(), true);
			if (ret == 0)
			{
				ret = StandardUtilities.compareStrings(o1.getPath(), o2.getPath(), true);
			}
			return ret;
		}
	} 

	
	private static class PathSorter implements Comparator<Buffer>
	{
		public int compare(Buffer o1, Buffer o2)
		{
			return StandardUtilities.compareStrings(o1.getPath(), o2.getPath(), true);
		}
	} 
}
"
jEdit,4.3,org.gjt.sp.jedit.options.GeneralOptionPane,6,6,0,4,36,1,1,4,1,0.8875,464,0.6875,0,0.992581602,0.5,3,5,73.66666667,7,2.1667,0,"

package org.gjt.sp.jedit.options;



import org.gjt.sp.jedit.AbstractOptionPane;
import org.gjt.sp.jedit.jEdit;
import org.gjt.sp.jedit.buffer.JEditBuffer;
import org.gjt.sp.util.Log;

import javax.swing.*;
import java.awt.event.ActionEvent;
import java.awt.event.ActionListener;




public class GeneralOptionPane extends AbstractOptionPane
{
	
	
	public static final int checkFileStatus_focus = 0;
	
	
	public static final int checkFileStatus_all = 1;
	
	public static final int checkFileStatus_operations = 2;
	
	public static final int checkFileStatus_focusBuffer = 3;
	
	public static final int checkFileStatus_none = 4;
	

	
	private JComboBox lineSeparator;
	private JComboBox checkModStatus;
	private JComboBox checkModStatusUpon;
	private JTextField recentFiles;
	private JTextField hypersearchResultsWarning;
	private JCheckBox saveCaret;
	private JCheckBox sortRecent;
	private JCheckBox persistentMarkers;
	private JCheckBox restore;
	private JCheckBox restoreRemote;
	private JCheckBox restoreCLI;
	

	
	public GeneralOptionPane()
	{
		super(""general"");
	} 

	
	@Override
	protected void _init()
	{

		
		String[] lineSeps = { jEdit.getProperty(""lineSep.unix""),
			jEdit.getProperty(""lineSep.windows""),
			jEdit.getProperty(""lineSep.mac"") };
		lineSeparator = new JComboBox(lineSeps);
		String lineSep = jEdit.getProperty(""buffer.""+ JEditBuffer.LINESEP,
			System.getProperty(""line.separator""));
		if(""\n"".equals(lineSep))
			lineSeparator.setSelectedIndex(0);
		else if(""\r\n"".equals(lineSep))
			lineSeparator.setSelectedIndex(1);
		else if(""\r"".equals(lineSep))
			lineSeparator.setSelectedIndex(2);
		addComponent(jEdit.getProperty(""options.general.lineSeparator""),
			lineSeparator);


		
		String[] modCheckOptions = {
			jEdit.getProperty(""options.general.checkModStatus.nothing""),
			jEdit.getProperty(""options.general.checkModStatus.prompt""),
			jEdit.getProperty(""options.general.checkModStatus.reload""),
			jEdit.getProperty(""options.general.checkModStatus.silentReload"")
		};
		checkModStatus = new JComboBox(modCheckOptions);
		if(jEdit.getBooleanProperty(""autoReload""))
		{
			if (jEdit.getBooleanProperty(""autoReloadDialog""))
				
				checkModStatus.setSelectedIndex(2);
			else	
				checkModStatus.setSelectedIndex(3);
		}
		else
		{
			if (jEdit.getBooleanProperty(""autoReloadDialog""))
				
				checkModStatus.setSelectedIndex(1);
			else	
				checkModStatus.setSelectedIndex(0);
		}
		addComponent(jEdit.getProperty(""options.general.checkModStatus""),
			checkModStatus);

		
		String[] modCheckUponOptions = {
			jEdit.getProperty(""options.general.checkModStatusUpon.focus""),
			jEdit.getProperty(""options.general.checkModStatusUpon.all""),
			jEdit.getProperty(""options.general.checkModStatusUpon.operations""),
			jEdit.getProperty(""options.general.checkModStatusUpon.focusBuffer""),
			jEdit.getProperty(""options.general.checkModStatusUpon.none"")
		};
		checkModStatusUpon = new JComboBox(modCheckUponOptions);
		checkModStatusUpon.setSelectedIndex(jEdit.getIntegerProperty(""checkFileStatus""));
		addComponent(jEdit.getProperty(""options.general.checkModStatusUpon""),
			checkModStatusUpon);

		
		recentFiles = new JTextField(jEdit.getProperty(
			""options.general.recentFiles""));
		recentFiles.setText(jEdit.getProperty(""recentFiles""));
		addComponent(jEdit.getProperty(""options.general.recentFiles""),
			recentFiles);

		
		sortRecent = new JCheckBox(jEdit.getProperty(
			""options.general.sortRecent""));
		sortRecent.setSelected(jEdit.getBooleanProperty(""sortRecent""));
		addComponent(sortRecent);

		
		saveCaret = new JCheckBox(jEdit.getProperty(
			""options.general.saveCaret""));
		saveCaret.setSelected(jEdit.getBooleanProperty(""saveCaret""));
		addComponent(saveCaret);

		
		persistentMarkers = new JCheckBox(jEdit.getProperty(
			""options.general.persistentMarkers""));
		persistentMarkers.setSelected(jEdit.getBooleanProperty(
			""persistentMarkers""));
		addComponent(persistentMarkers);

		
		restore = new JCheckBox(jEdit.getProperty(
			""options.general.restore""));

		restore.setSelected(jEdit.getBooleanProperty(""restore""));
		restore.addActionListener(new ActionListener()
		{
			public void actionPerformed(ActionEvent evt)
			{
				restoreCLI.setEnabled(restore.isSelected());
				restoreRemote.setEnabled(restore.isSelected());
			}
		});

		addComponent(restore);

		restoreRemote = new JCheckBox(jEdit.getProperty(
			""options.general.restore.remote""));
		restoreRemote.setSelected(jEdit.getBooleanProperty(""restore.remote"", false));
		restoreRemote.setEnabled(restore.isSelected());
		addComponent(restoreRemote);

		restoreCLI = new JCheckBox(jEdit.getProperty(
			""options.general.restore.cli""));
		restoreCLI.setSelected(jEdit.getBooleanProperty(""restore.cli""));
		restoreCLI.setEnabled(restore.isSelected());
		addComponent(restoreCLI);

		
		hypersearchResultsWarning = new JTextField(jEdit.getProperty(""hypersearch.maxWarningResults""));
		addComponent(jEdit.getProperty(""options.general.hypersearch.maxWarningResults""),
			hypersearchResultsWarning);



	} 

	
	@Override
	protected void _save()
	{

		String lineSep = null;
		switch(lineSeparator.getSelectedIndex())
		{
		case 0:
			lineSep = ""\n"";
			break;
		case 1:
			lineSep = ""\r\n"";
			break;
		case 2:
			lineSep = ""\r"";
			break;
		}
		jEdit.setProperty(""buffer.""+ JEditBuffer.LINESEP,lineSep);
		switch(checkModStatus.getSelectedIndex())
		{
		case 0:
			jEdit.setBooleanProperty(""autoReloadDialog"",false);
			jEdit.setBooleanProperty(""autoReload"",false);
			break;
		case 1:
			jEdit.setBooleanProperty(""autoReloadDialog"",true);
			jEdit.setBooleanProperty(""autoReload"",false);
			break;
		case 2:
			jEdit.setBooleanProperty(""autoReloadDialog"",true);
			jEdit.setBooleanProperty(""autoReload"",true);
			break;
		case 3:
			jEdit.setBooleanProperty(""autoReloadDialog"",false);
			jEdit.setBooleanProperty(""autoReload"",true);
			break;
		}
		jEdit.setIntegerProperty(""checkFileStatus"",checkModStatusUpon.getSelectedIndex());
		jEdit.setProperty(""recentFiles"",recentFiles.getText());
		jEdit.setBooleanProperty(""sortRecent"",sortRecent.isSelected());
		jEdit.setBooleanProperty(""saveCaret"",saveCaret.isSelected());
		jEdit.setBooleanProperty(""persistentMarkers"",
			persistentMarkers.isSelected());
		jEdit.setBooleanProperty(""restore"",restore.isSelected());
		jEdit.setBooleanProperty(""restore.cli"",restoreCLI.isSelected());
		jEdit.setBooleanProperty(""restore.remote"", restoreRemote.isSelected());
		try
		{
			jEdit.setIntegerProperty(""hypersearch.maxWarningResults"", Integer.parseInt(hypersearchResultsWarning.getText()));
		}
		catch (NumberFormatException e)
		{
			Log.log(Log.WARNING, this, ""hypersearchResultsWarning: "" + hypersearchResultsWarning.getText() + "" is not a valid value for this option"");
		}
	} 


}
"
jEdit,4.3,org.gjt.sp.util.XMLUtilities,4,1,0,26,29,6,25,1,3,2.0,213,0.0,0,0.0,0.291666667,0,0,52.25,15,4.75,0,"

package org.gjt.sp.util;


import java.io.InputStream;
import java.io.BufferedInputStream;
import java.io.IOException;

import org.xml.sax.InputSource;
import org.xml.sax.SAXException;
import org.xml.sax.SAXParseException;
import org.xml.sax.XMLReader;
import org.xml.sax.helpers.DefaultHandler;
import org.xml.sax.helpers.XMLReaderFactory;



public class XMLUtilities
{

	
	
	public static String charsToEntities(String str, boolean xml11)
	{
		StringBuilder buf = new StringBuilder(str.length());
		for(int i = 0; i < str.length(); i++)
		{
			char ch = str.charAt(i);

			
			
			if (((0x00 <= ch && ch <= 0x1F) || (0x7F <= ch && ch <= 0x9F))
				&& ch != '\r' && ch != '\n' && ch != '\t')
			{
				if (xml11 && ch != 0x00)
				{
					buf.append(""&#"").append((int)ch).append(';');
				}
				else
				{
					
					
					
					buf.append(""<?illegal-xml-character "")
						.append((int)ch)
						.append(""?>"");
				}
				continue;
			}

			switch(ch)
			{
			case '<':
				buf.append(""&lt;"");
				break;
			case '>':
				buf.append(""&gt;"");
				break;
			case '&':
				buf.append(""&amp;"");
				break;
			default:
				buf.append(ch);
				break;
			}
		}
		return buf.toString();
	} 

	
	
	public static boolean parseXML(InputStream in, DefaultHandler handler)
		throws IOException
	{
		try
		{
			XMLReader parser = XMLReaderFactory.createXMLReader();
			InputSource isrc = new InputSource(
				new BufferedInputStream(in));
			isrc.setSystemId(""jedit.jar"");
			parser.setContentHandler(handler);
			parser.setDTDHandler(handler);
			parser.setEntityResolver(handler);
			parser.setErrorHandler(handler);
			parser.parse(isrc);
		}
		catch(SAXParseException se)
		{
			int line = se.getLineNumber();
			Log.log(Log.ERROR,XMLUtilities.class,
				""while parsing from "" + in + "": SAXParseException: line "" + line + "": "" , se);
			return true;
		}
		catch(SAXException e)
		{
			Log.log(Log.ERROR,XMLUtilities.class,e);
			return true;
		}
		finally
		{
			try
			{
				if(in != null)
					in.close();
			}
			catch(IOException io)
			{
				Log.log(Log.ERROR,XMLUtilities.class,io);
			}
		}
		return false;
	} 

	
	
	public static InputSource findEntity(String systemId, String test, Class where)
	{
		if (systemId != null && systemId.endsWith(test))
		{
			try
			{
				return new InputSource(new BufferedInputStream(
					where.getResourceAsStream(test)));
			}
			catch (Exception e)
			{
				Log.log(Log.ERROR,XMLUtilities.class,
					""Error while opening "" + test + ':');
				Log.log(Log.ERROR,XMLUtilities.class,e);
			}
		}

		return null;
	} 

	private XMLUtilities() { }
}

"
jEdit,4.3,org.gjt.sp.jedit.ActionContext,5,2,2,22,6,10,17,5,5,2.0,26,0.0,0,0.636363636,0.9,0,0,4.2,1,0.8,0,"

package org.gjt.sp.jedit;

import java.util.*;


public abstract class ActionContext extends JEditActionContext<EditAction, ActionSet>
{
	
	
	@Override
	public ActionSet getActionSetForAction(String action)
	{
		return super.getActionSetForAction(action);
	} 

	
	
	@Override
	public EditAction getAction(String name)
	{
		return super.getAction(name);
	} 
	
	
}
"
jEdit,4.3,org.gjt.sp.jedit.bsh.ClassGenerator,5,1,1,14,13,10,4,10,5,1.0,34,1.0,1,0.0,0.292307692,0,0,5.6,1,0.8,0,"package org.gjt.sp.jedit.bsh;

import org.gjt.sp.jedit.bsh.Capabilities.Unavailable;
import java.lang.reflect.InvocationTargetException;

public abstract class ClassGenerator
{
	private static ClassGenerator cg;

	public static ClassGenerator getClassGenerator() 
		throws UtilEvalError
	{
		if ( cg == null ) 
		{
			try {
				Class clas = Class.forName( ""org.gjt.sp.jedit.bsh.ClassGeneratorImpl"" );
				cg = (ClassGenerator)clas.newInstance();
			} catch ( Exception e ) {
				throw new Unavailable(""ClassGenerator unavailable: ""+e);
			}
		}
	
		return cg;
	}

	
	public abstract Class generateClass( 
		String name, Modifiers modifiers, 
		Class [] interfaces, Class superClass, BSHBlock block, 
		boolean isInterface, CallStack callstack, Interpreter interpreter 
	)
		throws EvalError;

	
	public abstract Object invokeSuperclassMethod(
		BshClassManager bcm, Object instance, String methodName, Object [] args
	)
        throws UtilEvalError, ReflectError, InvocationTargetException;

	
	public abstract void setInstanceNameSpaceParent( 
		Object instance, String className, NameSpace parent );

}
"
jEdit,4.3,org.gjt.sp.jedit.textarea.Gutter,51,4,0,22,125,1041,10,17,41,0.948333333,1243,0.833333333,6,0.92816092,0.100490196,3,20,22.66666667,30,2.1569,0,"

package org.gjt.sp.jedit.textarea;


import java.awt.*;
import java.awt.event.*;
import javax.swing.*;
import javax.swing.border.*;
import javax.swing.event.*;

import org.gjt.sp.jedit.buffer.BufferAdapter;
import org.gjt.sp.jedit.buffer.BufferListener;
import org.gjt.sp.jedit.buffer.JEditBuffer;
import org.gjt.sp.util.Log;



public class Gutter extends JComponent implements SwingConstants
{
	
	
	public static final int LOWEST_LAYER = Integer.MIN_VALUE;

	
	public static final int DEFAULT_LAYER = 0;

	
	public static final int HIGHEST_LAYER = Integer.MAX_VALUE;
	

	
	
	public static final String FOLD_PAINTER_PROPERTY = ""foldPainter"";
	public static final String FOLD_PAINTER_SERVICE = ""org.gjt.sp.jedit.textarea.FoldPainter"";
	public static final String DEFAULT_FOLD_PAINTER_SERVICE = ""Triangle"";

	
	public void setFoldPainter(FoldPainter painter)
	{
		if (painter == null)
			foldPainter = new TriangleFoldPainter();
		else
			foldPainter = painter;
	}
	
	
	
	
	
	public Gutter(TextArea textArea)
	{
		this.textArea = textArea;
		enabled = true;
		selectionAreaEnabled = true;
		selectionAreaWidth = SELECTION_GUTTER_WIDTH;

		setAutoscrolls(true);
		setOpaque(true);
		setRequestFocusEnabled(false);

		extensionMgr = new ExtensionManager();

		mouseHandler = new MouseHandler();
		addMouseListener(mouseHandler);
		addMouseMotionListener(mouseHandler);

		bufferListener = new BufferAdapter()
		{
			public void bufferLoaded(JEditBuffer buffer)
			{
				updateLineNumberWidth();
			}

			public void contentInserted(JEditBuffer buffer, int startLine,
					int offset, int numLines, int length)
			{
				updateLineNumberWidth();
			}

			public void contentRemoved(JEditBuffer buffer, int startLine,
					int offset, int numLines, int length) 
			{
				updateLineNumberWidth();
			}
		};

		updateBorder();
		setFoldPainter(textArea.getFoldPainter());
	} 

	
	public void paintComponent(Graphics _gfx)
	{
		Graphics2D gfx = (Graphics2D)_gfx;
		gfx.setRenderingHints(textArea.getPainter().renderingHints);
		
		Rectangle clip = gfx.getClipBounds();
		gfx.setColor(getBackground());
		int bgColorWidth = isSelectionAreaEnabled() ? FOLD_MARKER_SIZE :
			clip.width; 
		gfx.fillRect(clip.x, clip.y, bgColorWidth, clip.height);
		if (isSelectionAreaEnabled())
		{
			if (selectionAreaBgColor == null)
				selectionAreaBgColor = getBackground();
			gfx.setColor(selectionAreaBgColor);
			gfx.fillRect(clip.x + FOLD_MARKER_SIZE, clip.y,
				clip.width - FOLD_MARKER_SIZE, clip.height);
		}
		
		if (textArea.getBuffer().isLoading())
			return;

		int lineHeight = textArea.getPainter().getFontMetrics()
			.getHeight();

		if(lineHeight == 0)
			return;

		int firstLine = clip.y / lineHeight;
		int lastLine = (clip.y + clip.height - 1) / lineHeight;

		if(lastLine - firstLine > textArea.getVisibleLines())
		{
			Log.log(Log.ERROR,this,""BUG: firstLine="" + firstLine);
			Log.log(Log.ERROR,this,""     lastLine="" + lastLine);
			Log.log(Log.ERROR,this,""     visibleLines="" + textArea.getVisibleLines());
			Log.log(Log.ERROR,this,""     height="" + getHeight());
			Log.log(Log.ERROR,this,""     painter.height="" + textArea.getPainter().getHeight());
			Log.log(Log.ERROR,this,""     clip.y="" + clip.y);
			Log.log(Log.ERROR,this,""     clip.height="" + clip.height);
			Log.log(Log.ERROR,this,""     lineHeight="" + lineHeight);
		}
	
		int y = clip.y - clip.y % lineHeight;

		extensionMgr.paintScreenLineRange(textArea,gfx,
			firstLine,lastLine,y,lineHeight);

		for (int line = firstLine; line <= lastLine;
			line++, y += lineHeight)
		{
			paintLine(gfx,line,y);
		}
	} 

	
	
	public void addExtension(TextAreaExtension extension)
	{
		extensionMgr.addExtension(DEFAULT_LAYER,extension);
		repaint();
	} 

	
	
	public void addExtension(int layer, TextAreaExtension extension)
	{
		extensionMgr.addExtension(layer,extension);
		repaint();
	} 

	
	
	public void removeExtension(TextAreaExtension extension)
	{
		extensionMgr.removeExtension(extension);
		repaint();
	} 

	
	
	public TextAreaExtension[] getExtensions()
	{
		return extensionMgr.getExtensions();
	} 

	
	
	public String getToolTipText(MouseEvent evt)
	{
		if(textArea.getBuffer().isLoading())
			return null;

		return extensionMgr.getToolTipText(evt.getX(),evt.getY());
	} 

	
	
	public void setBorder(int width, Color color1, Color color2, Color color3)
	{
		borderWidth = width;

		focusBorder = new CompoundBorder(new MatteBorder(0,0,0,width,color3),
			new MatteBorder(0,0,0,width,color1));
		noFocusBorder = new CompoundBorder(new MatteBorder(0,0,0,width,color3),
			new MatteBorder(0,0,0,width,color2));
		updateBorder();
	} 

	
	
	public void updateBorder()
	{
		if (textArea.hasFocus())
			setBorder(focusBorder);
		else
			setBorder(noFocusBorder);
	} 

	
	
	public void setBorder(Border border)
	{
		super.setBorder(border);

		if (border == null)
		{
			collapsedSize.width = 0;
			collapsedSize.height = 0;
		}
		else
		{
			Insets insets = border.getBorderInsets(this);
			collapsedSize.width = FOLD_MARKER_SIZE + insets.right;
			if (isSelectionAreaEnabled())
				 collapsedSize.width += selectionAreaWidth;
			collapsedSize.height = gutterSize.height
				= insets.top + insets.bottom;
			lineNumberWidth = fm.charWidth('5') * getLineNumberDigitCount(); 
			gutterSize.width = FOLD_MARKER_SIZE + insets.right
				+ lineNumberWidth;
		}

		revalidate();
	} 

	
	public void setMinLineNumberDigitCount(int min)
	{
		if (min == minLineNumberDigits)
			return;
		minLineNumberDigits = min;
		if (textArea.getBuffer() != null)
			updateLineNumberWidth();
	} 

	
	private int getMinLineNumberDigitCount()
	{
		return minLineNumberDigits;
	} 

	
	private int getLineNumberDigitCount()
	{
		JEditBuffer buf = textArea.getBuffer();
		int minDigits = getMinLineNumberDigitCount();
		if (buf == null)
			return minDigits;
		int count = buf.getLineCount();
		int digits;
		for (digits = 0; count > 0; digits++)
			count /= 10;
		return (digits < minDigits) ? minDigits : digits;
	} 

	
	void setBuffer(JEditBuffer newBuffer)
	{
		if (buffer != null)
			buffer.removeBufferListener(bufferListener);
		buffer = newBuffer;
		if (buffer != null)
			buffer.addBufferListener(bufferListener);
		updateLineNumberWidth();
	} 

	
	private void updateLineNumberWidth()
	{
		Font f = getFont();
		if (f != null)
			setFont(getFont());
	} 

	
	void dispose()
	{
		if (buffer != null)
		{
			buffer.removeBufferListener(bufferListener);
			buffer = null;
		}
	} 

	
	
	public void setFont(Font font)
	{
		super.setFont(font);

		fm = getFontMetrics(font);

		Border border = getBorder();
		if(border != null)
		{
			lineNumberWidth = fm.charWidth('5') * getLineNumberDigitCount(); 
			gutterSize.width = FOLD_MARKER_SIZE
				+ border.getBorderInsets(this).right
				+ lineNumberWidth;
			revalidate();
		}
	} 

	

	
	
	public void setGutterEnabled(boolean enabled)
	{
		this.enabled = enabled;
		revalidate();
	} 

	
	public boolean isSelectionAreaEnabled()
	{
		return selectionAreaEnabled;
	} 

	
	public void setSelectionAreaEnabled(boolean enabled)
	{
		if (isSelectionAreaEnabled() == enabled)
			return;
		selectionAreaEnabled = enabled;
		if (enabled)
			collapsedSize.width += selectionAreaWidth;
		else
			collapsedSize.width -= selectionAreaWidth;
		revalidate();
	} 

	
	public void setSelectionAreaBackground(Color bgColor)
	{
